sector_id,analysis_period,stock_code,factor_change,change_direction,change_magnitude,event_based,events_count,total_events,confidence_level,analysis_method,possible_reason_1,possible_reason_2,possible_reason_3,analysis_timestamp
core_sector_7,2023-10-31_to_2023-12-12,003816.SZ,-0.09600927133168313,下降,low,False,15,0,中,规则引擎归因,市场需求出现季节性波动,汇率波动对海外业务造成负面影响,,2025-11-11 23:39:25
core_sector_7,2023-10-31_to_2023-12-12,600027.SH,-0.12583611512404036,下降,medium,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,汇率波动对海外业务造成负面影响,,2025-11-11 23:39:29
core_sector_7,2023-10-31_to_2023-12-12,600795.SH,-0.08091410234285767,下降,low,False,15,0,中,规则引擎归因,市场需求出现季节性波动,汇率波动对海外业务造成负面影响,,2025-11-11 23:39:35
core_sector_7,2023-12-12_to_2024-01-24,600905.SH,-0.10142440938978359,下降,medium,False,15,0,中,规则引擎归因,市场需求出现季节性波动,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:39:40
core_sector_7,2024-05-23_to_2024-07-05,601669.SH,-0.09050395340636541,下降,low,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,市场需求出现季节性波动,,2025-11-11 23:39:50
core_sector_8,2023-10-31_to_2023-12-12,600023.SH,-0.0991723390896958,下降,low,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,市场需求出现季节性波动,,2025-11-11 23:39:56
core_sector_8,2024-04-08_to_2024-05-23,601939.SH,-0.08216837856849835,下降,low,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,行业周期性调整影响业绩表现,,2025-11-11 23:40:12
core_sector_8,2024-04-29_to_2024-06-14,601939.SH,-0.09655047371223557,下降,low,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,行业周期性调整影响业绩表现,,2025-11-11 23:40:19
core_sector_8,2024-06-14_to_2024-07-26,601006.SH,-0.08941927345119183,下降,low,False,14,0,中,规则引擎归因,行业周期性调整影响业绩表现,市场需求出现季节性波动,,2025-11-11 23:40:25
core_sector_8,2024-07-05_to_2024-08-16,601006.SH,-0.09838826909270093,下降,low,False,14,0,中,规则引擎归因,行业周期性调整影响业绩表现,汇率波动对海外业务造成负面影响,,2025-11-11 23:40:30
core_sector_9,2023-10-10_to_2023-11-21,300433.SZ,-0.0802892318179893,下降,low,False,15,0,中,规则引擎归因,市场需求出现季节性波动,行业周期性调整影响业绩表现,,2025-11-11 23:40:36
core_sector_9,2023-10-10_to_2023-11-21,601138.SH,-0.08520135066851564,下降,low,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,市场需求出现季节性波动,,2025-11-11 23:40:42
core_sector_9,2024-04-29_to_2024-06-14,300661.SZ,-0.13033890112229274,下降,medium,False,10,0,中,规则引擎归因,市场需求出现季节性波动,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:40:47
core_sector_9,2024-05-23_to_2024-07-05,300661.SZ,-0.09711537976663032,下降,low,False,10,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,行业周期性调整影响业绩表现,,2025-11-11 23:40:52
core_sector_10,2023-10-10_to_2023-11-21,301269.SZ,-0.0931861364143407,下降,low,False,15,0,中,规则引擎归因,市场需求出现季节性波动,汇率波动对海外业务造成负面影响,,2025-11-11 23:40:58
core_sector_10,2023-10-10_to_2023-11-21,601688.SH,-0.11574245318600695,下降,medium,False,15,0,中,规则引擎归因,市场需求出现季节性波动,行业周期性调整影响业绩表现,,2025-11-11 23:41:13
core_sector_10,2023-10-10_to_2023-11-21,601698.SH,-0.1873806557376918,下降,medium,False,9,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:41:18
core_sector_10,2023-10-31_to_2023-12-12,300122.SZ,-0.1359823840499259,下降,medium,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,市场需求出现季节性波动,,2025-11-11 23:41:25
core_sector_10,2023-10-31_to_2023-12-12,301269.SZ,-0.18173143550339654,下降,medium,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:41:31
core_sector_10,2023-10-31_to_2023-12-12,601688.SH,-0.0917747219166708,下降,low,False,15,0,中,规则引擎归因,市场需求出现季节性波动,汇率波动对海外业务造成负面影响,,2025-11-11 23:41:41
core_sector_10,2023-11-21_to_2024-01-03,002555.SZ,-0.09631109557473305,下降,low,False,15,0,中,规则引擎归因,市场需求出现季节性波动,汇率波动对海外业务造成负面影响,,2025-11-11 23:41:48
core_sector_10,2023-11-21_to_2024-01-03,300122.SZ,-0.1605519140909737,下降,medium,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,行业周期性调整影响业绩表现,,2025-11-11 23:41:55
core_sector_10,2023-11-21_to_2024-01-03,300413.SZ,-0.1192187107366951,下降,medium,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,市场需求出现季节性波动,,2025-11-11 23:42:03
core_sector_10,2023-11-21_to_2024-01-03,301269.SZ,-0.13233080778439643,下降,medium,False,15,0,中,规则引擎归因,市场需求出现季节性波动,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:42:13
core_sector_10,2023-11-21_to_2024-01-03,601059.SH,-0.1253199310389861,下降,medium,False,12,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,汇率波动对海外业务造成负面影响,,2025-11-11 23:42:21
core_sector_10,2023-11-21_to_2024-01-03,601881.SH,-0.0802985221714626,下降,low,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,汇率波动对海外业务造成负面影响,,2025-11-11 23:42:27
core_sector_10,2023-12-12_to_2024-01-24,300122.SZ,-0.10930127959465907,下降,medium,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,行业周期性调整影响业绩表现,,2025-11-11 23:42:32
core_sector_10,2024-01-24_to_2024-03-14,601788.SH,-0.08302379144884475,下降,low,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,市场需求出现季节性波动,,2025-11-11 23:42:39
core_sector_10,2024-02-22_to_2024-04-08,601878.SH,-0.09727866852229439,下降,low,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,市场需求出现季节性波动,,2025-11-11 23:42:45
core_sector_10,2024-04-08_to_2024-05-23,300413.SZ,-0.09939475667661679,下降,low,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:42:50
core_sector_10,2024-04-29_to_2024-06-14,300413.SZ,-0.13898699447270468,下降,medium,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,行业周期性调整影响业绩表现,,2025-11-11 23:42:55
core_sector_10,2024-05-23_to_2024-07-05,600415.SH,-0.1063760287279869,下降,medium,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:43:02
core_sector_10,2024-05-23_to_2024-07-05,603259.SH,-0.08488604967241176,下降,low,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:43:09
core_sector_10,2024-06-14_to_2024-07-26,600732.SH,-0.13248439493145892,下降,medium,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,市场需求出现季节性波动,,2025-11-11 23:43:16
core_sector_10,2024-07-05_to_2024-08-16,600732.SH,-0.09904961063812445,下降,low,False,15,0,中,规则引擎归因,市场需求出现季节性波动,行业周期性调整影响业绩表现,,2025-11-11 23:43:34
core_sector_11,2023-10-31_to_2023-12-12,600276.SH,-0.08428324088907979,下降,low,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,市场需求出现季节性波动,,2025-11-11 23:43:42
core_sector_11,2023-11-21_to_2024-01-03,600276.SH,-0.0872139104707721,下降,low,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:43:48
core_sector_11,2024-03-14_to_2024-04-29,300751.SZ,-0.08212740834394539,下降,low,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,市场需求出现季节性波动,,2025-11-11 23:43:54
core_sector_11,2024-04-29_to_2024-06-14,300347.SZ,-0.09645241610894062,下降,low,False,13,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,市场需求出现季节性波动,,2025-11-11 23:44:02
core_sector_11,2024-05-23_to_2024-07-05,300347.SZ,-0.09235058324043277,下降,low,False,13,0,中,规则引擎归因,市场需求出现季节性波动,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:44:08
core_sector_11,2024-05-23_to_2024-07-05,603260.SH,-0.08515287868372634,下降,low,False,15,0,中,规则引擎归因,市场需求出现季节性波动,行业周期性调整影响业绩表现,,2025-11-11 23:44:17
core_sector_11,2024-05-23_to_2024-07-05,605117.SH,-0.08742661340519975,下降,low,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,汇率波动对海外业务造成负面影响,,2025-11-11 23:44:22
core_sector_11,2024-05-23_to_2024-07-05,688599.SH,-0.10390522481459841,下降,medium,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,汇率波动对海外业务造成负面影响,,2025-11-11 23:44:30
core_sector_12,2023-10-10_to_2023-11-21,601857.SH,-0.09121870593393444,下降,low,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:44:40
core_sector_12,2023-11-21_to_2024-01-03,601919.SH,-0.08575525523799599,下降,low,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,行业周期性调整影响业绩表现,,2025-11-11 23:44:47
core_sector_12,2024-04-08_to_2024-05-23,601919.SH,-0.0809098687133778,下降,low,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,行业周期性调整影响业绩表现,,2025-11-11 23:45:00
core_sector_12,2024-07-05_to_2024-08-16,601319.SH,-0.10168399092447356,下降,medium,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,行业周期性调整影响业绩表现,,2025-11-11 23:45:11
core_sector_13,2024-02-22_to_2024-04-08,601818.SH,-0.12562714852168444,下降,medium,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,市场需求出现季节性波动,,2025-11-11 23:45:22
core_sector_13,2024-04-29_to_2024-06-14,600941.SH,-0.08177260762009175,下降,low,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:45:29
core_sector_13,2024-05-23_to_2024-07-05,600999.SH,-0.12879628016493772,下降,medium,False,15,0,中,规则引擎归因,市场需求出现季节性波动,行业周期性调整影响业绩表现,,2025-11-11 23:45:33
core_sector_13,2024-06-14_to_2024-07-26,600999.SH,-0.13692338109907753,下降,medium,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,市场需求出现季节性波动,,2025-11-11 23:45:40
core_sector_13,2024-06-14_to_2024-07-26,601658.SH,-0.09623172154043913,下降,low,False,15,0,中,规则引擎归因,市场需求出现季节性波动,行业周期性调整影响业绩表现,,2025-11-11 23:45:45
core_sector_13,2024-06-14_to_2024-07-26,601818.SH,-0.08543330805090366,下降,low,False,15,0,中,规则引擎归因,市场需求出现季节性波动,汇率波动对海外业务造成负面影响,,2025-11-11 23:45:50
core_sector_13,2024-06-14_to_2024-07-26,601868.SH,-0.11218814695904933,下降,medium,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,行业周期性调整影响业绩表现,,2025-11-11 23:45:56
core_sector_13,2024-07-05_to_2024-08-16,600999.SH,-0.10391954552664628,下降,medium,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,汇率波动对海外业务造成负面影响,,2025-11-11 23:46:02
core_sector_13,2024-07-05_to_2024-08-16,601868.SH,-0.09016881408876454,下降,low,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,市场需求出现季节性波动,,2025-11-11 23:46:08
core_sector_13,2024-07-26_to_2024-09-06,600999.SH,-0.09422852843041651,下降,low,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,行业周期性调整影响业绩表现,,2025-11-11 23:46:15
core_sector_13,2024-07-26_to_2024-09-06,601336.SH,-0.13574369573635692,下降,medium,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,汇率波动对海外业务造成负面影响,,2025-11-11 23:46:26
core_sector_14,2023-10-31_to_2023-12-12,600115.SH,-0.11299057817504454,下降,medium,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,行业周期性调整影响业绩表现,,2025-11-11 23:46:31
core_sector_14,2024-06-14_to_2024-07-26,601689.SH,-0.0978088020516491,下降,low,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:46:36
core_sector_14,2024-07-26_to_2024-09-06,600115.SH,-0.08507853003139165,下降,low,False,15,0,中,规则引擎归因,市场需求出现季节性波动,行业周期性调整影响业绩表现,,2025-11-11 23:46:40
core_sector_15,2023-10-31_to_2023-12-12,601169.SH,-0.08919702718520706,下降,low,False,15,0,中,规则引擎归因,市场需求出现季节性波动,行业周期性调整影响业绩表现,,2025-11-11 23:46:45
core_sector_15,2023-10-31_to_2023-12-12,601398.SH,-0.10349875245262852,下降,medium,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:46:49
core_sector_15,2023-10-31_to_2023-12-12,601916.SH,-0.14065345745692492,下降,medium,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,市场需求出现季节性波动,,2025-11-11 23:46:54
core_sector_15,2023-11-21_to_2024-01-03,601398.SH,-0.13589410941697255,下降,medium,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:46:59
core_sector_15,2023-11-21_to_2024-01-03,601916.SH,-0.13429313600843784,下降,medium,False,15,0,中,规则引擎归因,市场需求出现季节性波动,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:47:05
core_sector_15,2023-12-12_to_2024-01-24,601398.SH,-0.14318437455688504,下降,medium,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,行业周期性调整影响业绩表现,,2025-11-11 23:47:13
core_sector_15,2024-04-08_to_2024-05-23,601838.SH,-0.09713026849152373,下降,low,False,15,0,中,规则引擎归因,市场需求出现季节性波动,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:47:19
core_sector_15,2024-05-23_to_2024-07-05,601628.SH,-0.10875179178291305,下降,medium,False,15,0,中,规则引擎归因,市场需求出现季节性波动,行业周期性调整影响业绩表现,,2025-11-11 23:47:32
secondary_sector_16,2024-01-03_to_2024-02-22,000651.SZ,-0.08072570873446405,下降,low,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,行业周期性调整影响业绩表现,,2025-11-11 23:47:49
secondary_sector_16,2024-01-24_to_2024-03-14,603195.SH,-0.1088088885039451,下降,medium,False,13,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,行业周期性调整影响业绩表现,,2025-11-11 23:48:01
secondary_sector_16,2024-02-22_to_2024-04-08,603195.SH,-0.14580022663418535,下降,medium,False,13,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,市场需求出现季节性波动,,2025-11-11 23:48:06
secondary_sector_16,2024-04-29_to_2024-06-14,000408.SZ,-0.09210088638401048,下降,low,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,市场需求出现季节性波动,,2025-11-11 23:48:11
secondary_sector_16,2024-07-05_to_2024-08-16,600660.SH,-0.08811264167793431,下降,low,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,汇率波动对海外业务造成负面影响,,2025-11-11 23:48:23
secondary_sector_16,2024-07-26_to_2024-09-06,600660.SH,-0.11709514170573954,下降,medium,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,市场需求出现季节性波动,,2025-11-11 23:48:28
secondary_sector_17,2023-10-31_to_2023-12-12,000895.SZ,-0.1044486584711527,下降,medium,False,15,0,中,规则引擎归因,市场需求出现季节性波动,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:48:41
secondary_sector_17,2023-11-21_to_2024-01-03,000895.SZ,-0.09031580294595787,下降,low,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:48:50
secondary_sector_17,2023-12-12_to_2024-01-24,688036.SH,-0.08449330754206574,下降,low,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:49:16
secondary_sector_17,2024-01-03_to_2024-02-22,300498.SZ,-0.08927918770411747,下降,low,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,行业周期性调整影响业绩表现,,2025-11-11 23:49:32
secondary_sector_17,2024-01-03_to_2024-02-22,601816.SH,0.08647879158798777,上升,low,False,15,0,中,规则引擎归因,经营状况持续改善，市场份额稳步扩大,新产品成功上市，收入来源更加多元化,,2025-11-11 23:49:37
secondary_sector_17,2024-01-24_to_2024-03-14,002714.SZ,-0.08709500622838862,下降,low,False,15,0,中,规则引擎归因,市场需求出现季节性波动,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:49:50
secondary_sector_17,2024-01-24_to_2024-03-14,300498.SZ,-0.13040035769617075,下降,medium,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:50:02
secondary_sector_17,2024-01-24_to_2024-03-14,601816.SH,0.09178265583507217,上升,low,False,15,0,中,规则引擎归因,管理效率提升，运营成本下降,成本控制成效显著，利润率明显提升,,2025-11-11 23:50:08
secondary_sector_17,2024-01-24_to_2024-03-14,688036.SH,0.08725696825634266,上升,low,False,15,0,中,规则引擎归因,经营状况持续改善，市场份额稳步扩大,管理效率提升，运营成本下降,,2025-11-11 23:50:22
secondary_sector_17,2024-02-22_to_2024-04-08,002311.SZ,-0.1146580688038038,下降,medium,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,汇率波动对海外业务造成负面影响,,2025-11-11 23:50:38
secondary_sector_17,2024-04-08_to_2024-05-23,600233.SH,-0.08653687971195534,下降,low,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,行业周期性调整影响业绩表现,,2025-11-11 23:50:45
secondary_sector_17,2024-04-29_to_2024-06-14,600426.SH,-0.17291293509486416,下降,medium,False,10,0,中,规则引擎归因,行业周期性调整影响业绩表现,市场需求出现季节性波动,,2025-11-11 23:50:49
secondary_sector_17,2024-05-23_to_2024-07-05,002311.SZ,-0.10425806002875826,下降,medium,False,15,0,中,规则引擎归因,市场需求出现季节性波动,行业周期性调整影响业绩表现,,2025-11-11 23:50:54
secondary_sector_17,2024-05-23_to_2024-07-05,601816.SH,-0.0873203213222985,下降,low,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,市场需求出现季节性波动,,2025-11-11 23:51:01
secondary_sector_17,2024-06-14_to_2024-07-26,601816.SH,-0.13631288733698266,下降,medium,False,15,0,中,规则引擎归因,市场需求出现季节性波动,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:51:11
secondary_sector_17,2024-07-05_to_2024-08-16,601816.SH,-0.16221164658838116,下降,medium,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,市场需求出现季节性波动,,2025-11-11 23:51:18
secondary_sector_17,2024-07-26_to_2024-09-06,601816.SH,-0.14090300914941623,下降,medium,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,市场需求出现季节性波动,,2025-11-11 23:51:28
secondary_sector_18,2023-10-10_to_2023-11-21,300124.SZ,-0.09346090385387718,下降,low,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,汇率波动对海外业务造成负面影响,,2025-11-11 23:51:40
secondary_sector_18,2023-10-10_to_2023-11-21,600161.SH,-0.08242936418239966,下降,low,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,市场需求出现季节性波动,,2025-11-11 23:51:52
secondary_sector_18,2023-10-10_to_2023-11-21,600989.SH,-0.08879548108357638,下降,low,False,15,0,中,规则引擎归因,市场需求出现季节性波动,汇率波动对海外业务造成负面影响,,2025-11-11 23:52:02
secondary_sector_18,2023-10-10_to_2023-11-21,688082.SH,-0.10102594791208974,下降,medium,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:52:07
secondary_sector_18,2023-10-10_to_2023-11-21,688396.SH,-0.13970611459892934,下降,medium,False,10,0,中,规则引擎归因,市场需求出现季节性波动,汇率波动对海外业务造成负面影响,,2025-11-11 23:52:16
secondary_sector_18,2023-10-10_to_2023-11-21,688981.SH,-0.13934934151807044,下降,medium,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,市场需求出现季节性波动,,2025-11-11 23:52:25
secondary_sector_18,2023-10-31_to_2023-12-12,600026.SH,-0.1398047372744755,下降,medium,False,11,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,市场需求出现季节性波动,,2025-11-11 23:52:33
secondary_sector_18,2023-10-31_to_2023-12-12,600989.SH,-0.08538618267097375,下降,low,False,15,0,中,规则引擎归因,市场需求出现季节性波动,汇率波动对海外业务造成负面影响,,2025-11-11 23:52:39
secondary_sector_18,2023-10-31_to_2023-12-12,688396.SH,-0.12261809169866966,下降,medium,False,10,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,行业周期性调整影响业绩表现,,2025-11-11 23:52:45
secondary_sector_18,2023-11-21_to_2024-01-03,600026.SH,-0.10156174954289865,下降,medium,False,11,0,中,规则引擎归因,市场需求出现季节性波动,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:52:56
secondary_sector_18,2023-11-21_to_2024-01-03,688396.SH,-0.09136560370710511,下降,low,False,10,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,市场需求出现季节性波动,,2025-11-11 23:53:02
secondary_sector_18,2023-12-12_to_2024-01-24,688012.SH,-0.09160903059614678,下降,low,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,市场需求出现季节性波动,,2025-11-11 23:53:19
secondary_sector_18,2024-04-29_to_2024-06-14,601872.SH,-0.11241171838612662,下降,medium,False,15,0,中,规则引擎归因,市场需求出现季节性波动,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:53:23
secondary_sector_18,2024-05-23_to_2024-07-05,002648.SZ,-0.09331794253470838,下降,low,False,15,0,中,规则引擎归因,市场需求出现季节性波动,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:53:37
secondary_sector_18,2024-05-23_to_2024-07-05,300124.SZ,-0.24269612139346597,下降,high,False,15,0,高,规则引擎归因,市场竞争激烈，市场份额严重流失,行业监管政策收紧，经营受到严格限制,,2025-11-11 23:53:43
secondary_sector_18,2024-05-23_to_2024-07-05,600989.SH,-0.10544772510392997,下降,medium,False,15,0,中,规则引擎归因,市场需求出现季节性波动,汇率波动对海外业务造成负面影响,,2025-11-11 23:53:48
secondary_sector_18,2024-07-26_to_2024-09-06,605499.SH,-0.11707901653838926,下降,medium,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,汇率波动对海外业务造成负面影响,,2025-11-11 23:53:59
residual_sector_19,2023-10-10_to_2023-11-21,300308.SZ,-0.09991887406354882,下降,low,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,市场需求出现季节性波动,,2025-11-11 23:54:06
residual_sector_19,2023-10-10_to_2023-11-21,600489.SH,-0.11497040959348548,下降,medium,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,市场需求出现季节性波动,,2025-11-11 23:54:11
residual_sector_19,2023-10-10_to_2023-11-21,600547.SH,-0.1528960173372339,下降,medium,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,汇率波动对海外业务造成负面影响,,2025-11-11 23:54:18
residual_sector_19,2023-10-10_to_2023-11-21,600938.SH,-0.17160395001483952,下降,medium,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,汇率波动对海外业务造成负面影响,,2025-11-11 23:54:28
residual_sector_19,2023-10-10_to_2023-11-21,601225.SH,-0.13271040483017038,下降,medium,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,汇率波动对海外业务造成负面影响,,2025-11-11 23:54:35
residual_sector_19,2023-10-10_to_2023-11-21,601898.SH,-0.10530000614710844,下降,medium,False,0,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:54:59
residual_sector_19,2023-10-10_to_2023-11-21,688041.SH,-0.15678223355212983,下降,medium,False,0,0,中,规则引擎归因,行业周期性调整影响业绩表现,汇率波动对海外业务造成负面影响,,2025-11-11 23:55:07
residual_sector_19,2023-10-31_to_2023-12-12,600489.SH,-0.08108072787809362,下降,low,False,0,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,行业周期性调整影响业绩表现,,2025-11-11 23:55:07
residual_sector_19,2023-10-31_to_2023-12-12,600938.SH,-0.1018155374096098,下降,medium,False,0,0,中,规则引擎归因,市场需求出现季节性波动,汇率波动对海外业务造成负面影响,,2025-11-11 23:55:08
residual_sector_19,2023-10-31_to_2023-12-12,601225.SH,-0.12996008275686666,下降,medium,False,0,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,行业周期性调整影响业绩表现,,2025-11-11 23:55:08
residual_sector_19,2023-10-31_to_2023-12-12,601898.SH,-0.09713537269073902,下降,low,False,0,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,市场需求出现季节性波动,,2025-11-11 23:55:09
residual_sector_19,2023-10-31_to_2023-12-12,601988.SH,-0.10252613687300405,下降,medium,False,0,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,汇率波动对海外业务造成负面影响,,2025-11-11 23:55:09
residual_sector_19,2024-01-03_to_2024-02-22,300628.SZ,0.11249538417702887,上升,medium,False,0,0,中,规则引擎归因,新产品成功上市，收入来源更加多元化,成本控制成效显著，利润率明显提升,,2025-11-11 23:55:10
residual_sector_19,2024-01-03_to_2024-02-22,601288.SH,0.09950037565582448,上升,low,False,0,0,中,规则引擎归因,管理效率提升，运营成本下降,经营状况持续改善，市场份额稳步扩大,,2025-11-11 23:55:10
residual_sector_19,2024-01-03_to_2024-02-22,601799.SH,-0.09635014548811227,下降,low,False,0,0,中,规则引擎归因,行业周期性调整影响业绩表现,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:55:11
residual_sector_19,2024-01-24_to_2024-03-14,300628.SZ,0.08998148242625925,上升,low,False,0,0,中,规则引擎归因,管理效率提升，运营成本下降,经营状况持续改善，市场份额稳步扩大,,2025-11-11 23:55:11
residual_sector_19,2024-01-24_to_2024-03-14,601288.SH,0.08892627451072743,上升,low,False,0,0,中,规则引擎归因,新产品成功上市，收入来源更加多元化,经营状况持续改善，市场份额稳步扩大,,2025-11-11 23:55:12
residual_sector_19,2024-01-24_to_2024-03-14,603833.SH,-0.08444213847124238,下降,low,False,0,0,中,规则引擎归因,市场需求出现季节性波动,行业周期性调整影响业绩表现,,2025-11-11 23:55:12
residual_sector_19,2024-02-22_to_2024-04-08,300979.SZ,-0.08556227768500513,下降,low,False,0,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,市场需求出现季节性波动,,2025-11-11 23:55:13
residual_sector_19,2024-02-22_to_2024-04-08,601799.SH,0.08186499007702053,上升,low,False,0,0,中,规则引擎归因,成本控制成效显著，利润率明显提升,新产品成功上市，收入来源更加多元化,,2025-11-11 23:55:13
